nome,link,scontato,prezzo,genere,categoria,mat1,mat2,colore1,colore2,id_prodotto,differenza_prezzo
Décolleté donna slingback in tessuto rafia beige v311,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-rafia-beige-v311-v311-243767.html,119.92,149.9,Donna,Tacchi bassi,tessut,,beige,,v311,29.980000000000004
Décolleté donna slingback in tessuto rafia v311,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-rafia-v311-v311-243766.html,107.93,149.9,Donna,Tacchi bassi,tessut,,,,v311,41.97
Décolleté slingback donna in pelle nero e1301z,https://www.melluso.com/it/decollete-slingback-donna-in-pelle-nero-e1301z-e1301z-247461.html,125.91,139.9,Donna,Tacchi bassi,pelle,,nero,,e1301z,13.990000000000009
Décolleté slingback donna tessuto e pelle bianco v703,https://www.melluso.com/it/decollete-slingback-donna-tessuto-e-pelle-bianco-v703-v703-244078.html,111.92,139.9,Donna,Tacchi bassi,pelle,tessut,bianco,,v703,27.980000000000004
Décolleté slingback donna tessuto e pelle nero v703,https://www.melluso.com/it/decollete-slingback-donna-tessuto-e-pelle-nero-v703-v703-244079.html,111.92,139.9,Donna,Tacchi bassi,pelle,tessut,nero,,v703,27.980000000000004
Espadrillas donna in tessuto beige 018206z,https://www.melluso.com/it/espadrillas-donna-in-tessuto-beige-018206z-018206z-244309.html,63.92,79.9,Donna,Tacchi bassi,tessut,,beige,,018206z,15.980000000000004
Espadrillas donna in tessuto blu 018206z,https://www.melluso.com/it/espadrillas-donna-in-tessuto-blu-018206z-018206z-253168.html,63.92,79.9,Donna,Tacchi bassi,tessut,,blu,,018206z,15.980000000000004
Espadrillas donna in tessuto carne 018206z,https://www.melluso.com/it/espadrillas-donna-in-tessuto-carne-018206z-018206z-253177.html,63.92,79.9,Donna,Tacchi bassi,tessut,,,,018206z,15.980000000000004
Espadrillas donna in tessuto giallo 018206z,https://www.melluso.com/it/espadrillas-donna-in-tessuto-giallo-018206z-018206z-244312.html,63.92,79.9,Donna,Tacchi bassi,tessut,,giallo,,018206z,15.980000000000004
Espadrillas donna in tessuto jeans 018206z,https://www.melluso.com/it/espadrillas-donna-in-tessuto-jeans-018206z-018206z-244310.html,63.92,79.9,Donna,Tacchi bassi,tessut,,,,018206z,15.980000000000004
Espadrillas donna in tessuto rafia beige 018215z,https://www.melluso.com/it/espadrillas-donna-in-tessuto-rafia-beige-018215z-018215z-244315.html,71.92,89.9,Donna,Tacchi bassi,tessut,,beige,,018215z,17.980000000000004
Espadrillas donna in tessuto rafia blu 018215z,https://www.melluso.com/it/espadrillas-donna-in-tessuto-rafia-blu-018215z-018215z-244316.html,,,Donna,Tacchi bassi,tessut,,blu,,018215z,
Espadrillas donna in tessuto rosso 018206z,https://www.melluso.com/it/espadrillas-donna-in-tessuto-rosso-018206z-018206z-253167.html,63.92,79.9,Donna,Tacchi bassi,tessut,,rosso,,018206z,15.980000000000004
Espadrillas donna in tessuto verde 018206z,https://www.melluso.com/it/espadrillas-donna-in-tessuto-verde-018206z-018206z-244311.html,63.92,79.9,Donna,Tacchi bassi,tessut,,verde,,018206z,15.980000000000004
Mocassino donna in pelle blu abyss v101z,https://www.melluso.com/it/mocassino-donna-in-pelle-blu-abyss-v101z-v101z-249419.html,127.92,159.9,Donna,Tacchi bassi,pelle,,blu,,v101z,31.980000000000004
Mocassino donna in pelle blu navy k53011,https://www.melluso.com/it/mocassino-donna-in-pelle-blu-navy-k53011-k53011-245013.html,71.92,89.9,Donna,Tacchi bassi,pelle,,blu,navy,k53011,17.980000000000004
Mocassino donna in pelle nude v101z,https://www.melluso.com/it/mocassino-donna-in-pelle-nude-v101z-v101z-249418.html,127.92,159.9,Donna,Tacchi bassi,pelle,,nude,,v101z,31.980000000000004
Mocassino donna in tessuto beige k53013,https://www.melluso.com/it/mocassino-donna-in-tessuto-beige-k53013-k53013-244979.html,79.92,99.9,Donna,Tacchi bassi,tessut,,beige,,k53013,19.980000000000004
Mocassino donna in tessuto e pelle beige k53011,https://www.melluso.com/it/mocassino-donna-in-tessuto-e-pelle-beige-k53011-k53011-245649.html,71.92,89.9,Donna,Tacchi bassi,pelle,tessut,beige,,k53011,17.980000000000004
Mocassino donna in tessuto nero k53013,https://www.melluso.com/it/mocassino-donna-in-tessuto-nero-k53013-k53013-245019.html,79.92,99.9,Donna,Tacchi bassi,tessut,,nero,,k53013,19.980000000000004
Sabot donna in tessuto rafia beige k56213,https://www.melluso.com/it/sabot-donna-in-tessuto-rafia-beige-k56213-k56213-245191.html,71.92,89.9,Donna,Tacchi bassi,tessut,,beige,,k56213,17.980000000000004
Sandalo donna comodo elegante in camoscio beige s633z,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-camoscio-beige-s633z-s633z-247053.html,119.92,149.9,Donna,Tacchi bassi,camoscio,,beige,,s633z,29.980000000000004
Sandalo donna comodo elegante in camoscio blu abyss s633z,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-camoscio-blu-abyss-s633z-s633z-246382.html,119.92,149.9,Donna,Tacchi bassi,camoscio,,blu,,s633z,29.980000000000004
Sandalo donna comodo elegante in camoscio nero s633z,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-camoscio-nero-s633z-s633z-246383.html,119.92,149.9,Donna,Tacchi bassi,camoscio,,nero,,s633z,29.980000000000004
Sandalo donna comodo elegante in tessuto argento s634z,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-tessuto-argento-s634z-s634z-246306.html,111.92,139.9,Donna,Tacchi bassi,tessut,,argento,,s634z,27.980000000000004
Sandalo donna comodo elegante in tessuto blu notte s634z,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-tessuto-blu-notte-s634z-s634z-246600.html,111.92,139.9,Donna,Tacchi bassi,tessut,,blu,,s634z,27.980000000000004
Sandalo donna comodo elegante in tessuto nero s634z,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-tessuto-nero-s634z-s634z-244794.html,111.92,139.9,Donna,Tacchi bassi,tessut,,nero,,s634z,27.980000000000004
Sandalo donna comodo elegante in tessuto rosa phard s634z,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-tessuto-rosa-phard-s634z-s634z-253343.html,111.92,139.9,Donna,Tacchi bassi,tessut,,rosa,,s634z,27.980000000000004
Sandalo donna comodo in camoscio beige n647z,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-beige-n647z-n647z-252863.html,127.92,159.9,Donna,Tacchi bassi,camoscio,,beige,,n647z,31.980000000000004
Sandalo donna comodo in camoscio beige n653,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-beige-n653-n653-243622.html,92.0,115.0,Donna,Tacchi bassi,camoscio,,beige,,n653,23.0
Sandalo donna comodo in camoscio e tessuto beige e platino k35157z,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-e-tessuto-beige-e-platino-k35157z-k35157z-251623.html,111.92,139.9,Donna,Tacchi bassi,camoscio,tessut,beige,platino,k35157z,27.980000000000004
Sandalo donna comodo in camoscio ghiaccio e argento k35157z,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-ghiaccio-e-argento-k35157z-k35157z-251624.html,111.92,139.9,Donna,Tacchi bassi,camoscio,,argento,,k35157z,27.980000000000004
Sandalo donna comodo in camoscio nero n647z,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-nero-n647z-n647z-252860.html,127.92,159.9,Donna,Tacchi bassi,camoscio,,nero,,n647z,31.980000000000004
Sandalo donna comodo in camoscio nero n653,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-nero-n653-n653-244786.html,92.0,115.0,Donna,Tacchi bassi,camoscio,,nero,,n653,23.0
Sandalo donna comodo in camoscio nero r80440,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-nero-r80440-r80440-244127.html,79.92,99.9,Donna,Tacchi bassi,camoscio,,nero,,r80440,19.980000000000004
Sandalo donna comodo in camoscio rosa r80440,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-rosa-r80440-r80440-244126.html,79.92,99.9,Donna,Tacchi bassi,camoscio,,rosa,,r80440,19.980000000000004
Sandalo donna comodo in pelle argento k35165z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-argento-k35165z-k35165z-251618.html,111.92,139.9,Donna,Tacchi bassi,pelle,,argento,,k35165z,27.980000000000004
Sandalo donna comodo in pelle beige e platino k35157z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-beige-e-platino-k35157z-k35157z-246009.html,111.92,139.9,Donna,Tacchi bassi,pelle,,beige,platino,k35157z,27.980000000000004
Sandalo donna comodo in pelle beige kiss n622z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-beige-kiss-n622z-n622z-244823.html,125.91,139.9,Donna,Tacchi bassi,pelle,,beige,kiss,n622z,13.990000000000009
Sandalo donna comodo in pelle bianco e argento k35157z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-bianco-e-argento-k35157z-k35157z-243833.html,111.92,139.9,Donna,Tacchi bassi,pelle,,bianco,argento,k35157z,27.980000000000004
Sandalo donna comodo in pelle bianco k35181z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-bianco-k35181z-k35181z-251626.html,111.92,139.9,Donna,Tacchi bassi,pelle,,bianco,,k35181z,27.980000000000004
Sandalo donna comodo in pelle bianco n622z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-bianco-n622z-n622z-245090.html,125.91,139.9,Donna,Tacchi bassi,pelle,,bianco,,n622z,13.990000000000009
Sandalo donna comodo in pelle blu abyss k35165z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-blu-abyss-k35165z-k35165z-251616.html,111.92,139.9,Donna,Tacchi bassi,pelle,,blu,,k35165z,27.980000000000004
Sandalo donna comodo in pelle blu abyss n622z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-blu-abyss-n622z-n622z-243636.html,125.91,139.9,Donna,Tacchi bassi,pelle,,blu,,n622z,13.990000000000009
Sandalo donna comodo in pelle blu k35181z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-blu-k35181z-k35181z-251628.html,111.92,139.9,Donna,Tacchi bassi,pelle,,blu,,k35181z,27.980000000000004
Sandalo donna comodo in pelle canna di fucile k35165z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-canna-di-fucile-k35165z-k35165z-251617.html,111.92,139.9,Donna,Tacchi bassi,pelle,,,,k35165z,27.980000000000004
Sandalo donna comodo in pelle laminato nude n647z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-laminato-nude-n647z-n647z-252913.html,127.92,159.9,Donna,Tacchi bassi,pelle,,nude,,n647z,31.980000000000004
Sandalo donna comodo in pelle nero e antracite k35157z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-nero-e-antracite-k35157z-k35157z-245720.html,111.92,139.9,Donna,Tacchi bassi,pelle,,nero,,k35157z,27.980000000000004
Sandalo donna comodo in pelle nero e grigio k35157z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-nero-e-grigio-k35157z-k35157z-245640.html,111.92,139.9,Donna,Tacchi bassi,pelle,,nero,grigio,k35157z,27.980000000000004
Sandalo donna comodo in pelle nero k35181z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-nero-k35181z-k35181z-251627.html,111.92,139.9,Donna,Tacchi bassi,pelle,,nero,,k35181z,27.980000000000004
Sandalo donna comodo in pelle nero n622z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-nero-n622z-n622z-243638.html,125.91,139.9,Donna,Tacchi bassi,pelle,,nero,,n622z,13.990000000000009
Sandalo donna comodo in pelle nude n622z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-nude-n622z-n622z-243639.html,125.91,139.9,Donna,Tacchi bassi,pelle,,nude,,n622z,13.990000000000009
Sandalo donna comodo in pelle platino k35165z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-platino-k35165z-k35165z-251615.html,111.92,139.9,Donna,Tacchi bassi,pelle,,platino,,k35165z,27.980000000000004
Sandalo donna comodo in pelle platino n622z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-platino-n622z-n622z-243637.html,125.91,139.9,Donna,Tacchi bassi,pelle,,platino,,n622z,13.990000000000009
Sandalo donna comodo in pelle rosa k35181z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-rosa-k35181z-k35181z-251625.html,111.92,139.9,Donna,Tacchi bassi,pelle,,rosa,,k35181z,27.980000000000004
Sandalo donna comodo in pelle rosso n622z,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-rosso-n622z-n622z-246755.html,125.91,139.9,Donna,Tacchi bassi,pelle,,rosso,,n622z,13.990000000000009
Sandalo donna comodo in similpelle beige k95232,https://www.melluso.com/it/sandalo-donna-comodo-in-similpelle-beige-k95232-k95232-243299.html,71.92,89.9,Donna,Tacchi bassi,pelle,,beige,,k95232,17.980000000000004
Sandalo donna comodo in similpelle blu notte k95232,https://www.melluso.com/it/sandalo-donna-comodo-in-similpelle-blu-notte-k95232-k95232-245661.html,71.92,89.9,Donna,Tacchi bassi,pelle,,blu,,k95232,17.980000000000004
Sandalo donna comodo in similpelle nero k95232,https://www.melluso.com/it/sandalo-donna-comodo-in-similpelle-nero-k95232-k95232-243300.html,71.92,89.9,Donna,Tacchi bassi,pelle,,nero,,k95232,17.980000000000004
Sandalo donna comodo in tessuto argento k35182z,https://www.melluso.com/it/sandalo-donna-comodo-in-tessuto-argento-k35182z-k35182z-251682.html,103.92,129.9,Donna,Tacchi bassi,tessut,,argento,,k35182z,25.980000000000004
Sandalo donna comodo in tessuto nero k35182z,https://www.melluso.com/it/sandalo-donna-comodo-in-tessuto-nero-k35182z-k35182z-251613.html,103.92,129.9,Donna,Tacchi bassi,tessut,,nero,,k35182z,25.980000000000004
Sandalo donna comodo in tessuto rosa k35182z,https://www.melluso.com/it/sandalo-donna-comodo-in-tessuto-rosa-k35182z-k35182z-251614.html,103.92,129.9,Donna,Tacchi bassi,tessut,,rosa,,k35182z,25.980000000000004
Sandalo donna in pelle beige k56110z,https://www.melluso.com/it/sandalo-donna-in-pelle-beige-k56110z-k56110z-252132.html,71.92,89.9,Donna,Tacchi bassi,pelle,,beige,,k56110z,17.980000000000004
Sandalo donna in pelle bianco e beige k56140,https://www.melluso.com/it/sandalo-donna-in-pelle-bianco-e-beige-k56140-k56140-243116.html,71.92,89.9,Donna,Tacchi bassi,pelle,,bianco,beige,k56140,17.980000000000004
Sandalo donna in pelle bianco k35507z,https://www.melluso.com/it/sandalo-donna-in-pelle-bianco-k35507z-k35507z-244836.html,97.93,139.9,Donna,Tacchi bassi,pelle,,bianco,,k35507z,41.97
Sandalo donna in pelle bianco k56111z,https://www.melluso.com/it/sandalo-donna-in-pelle-bianco-k56111z-k56111z-243098.html,71.92,89.9,Donna,Tacchi bassi,pelle,,bianco,,k56111z,17.980000000000004
Sandalo donna in pelle blu denim k56062z,https://www.melluso.com/it/sandalo-donna-in-pelle-blu-denim-k56062z-k56062z-252117.html,71.92,89.9,Donna,Tacchi bassi,pelle,,blu,denim,k56062z,17.980000000000004
Sandalo donna in pelle blu k56062z,https://www.melluso.com/it/sandalo-donna-in-pelle-blu-k56062z-k56062z-243124.html,71.92,89.9,Donna,Tacchi bassi,pelle,,blu,,k56062z,17.980000000000004
Sandalo donna in pelle blu notte k35507z,https://www.melluso.com/it/sandalo-donna-in-pelle-blu-notte-k35507z-k35507z-245976.html,97.93,139.9,Donna,Tacchi bassi,pelle,,blu,,k35507z,41.97
Sandalo donna in pelle blu notte k56140,https://www.melluso.com/it/sandalo-donna-in-pelle-blu-notte-k56140-k56140-245951.html,71.92,89.9,Donna,Tacchi bassi,pelle,,blu,,k56140,17.980000000000004
Sandalo donna in pelle bronzo k56112z,https://www.melluso.com/it/sandalo-donna-in-pelle-bronzo-k56112z-k56112z-243100.html,71.92,89.9,Donna,Tacchi bassi,pelle,,bronzo,,k56112z,17.980000000000004
Sandalo donna in pelle camel k56062z,https://www.melluso.com/it/sandalo-donna-in-pelle-camel-k56062z-k56062z-244726.html,71.92,89.9,Donna,Tacchi bassi,pelle,,,,k56062z,17.980000000000004
Sandalo donna in pelle camel k56062z,https://www.melluso.com/it/sandalo-donna-in-pelle-camel-k56062z-k56062z-245590.html,71.92,89.9,Donna,Tacchi bassi,pelle,,,,k56062z,17.980000000000004
Sandalo donna in pelle crema k56062z,https://www.melluso.com/it/sandalo-donna-in-pelle-crema-k56062z-k56062z-243121.html,71.92,89.9,Donna,Tacchi bassi,pelle,,,,k56062z,17.980000000000004
Sandalo donna in pelle cuoio k56079,https://www.melluso.com/it/sandalo-donna-in-pelle-cuoio-k56079-k56079-246422.html,71.92,89.9,Donna,Tacchi bassi,pelle,,cuoio,,k56079,17.980000000000004
Sandalo donna in pelle cuoio k56110z,https://www.melluso.com/it/sandalo-donna-in-pelle-cuoio-k56110z-k56110z-252120.html,71.92,89.9,Donna,Tacchi bassi,pelle,,cuoio,,k56110z,17.980000000000004
Sandalo donna in pelle cuoio k56111z,https://www.melluso.com/it/sandalo-donna-in-pelle-cuoio-k56111z-k56111z-243097.html,71.92,89.9,Donna,Tacchi bassi,pelle,,cuoio,,k56111z,17.980000000000004
Sandalo donna in pelle cuoio multi k56110z,https://www.melluso.com/it/sandalo-donna-in-pelle-cuoio-multi-k56110z-k56110z-252211.html,71.92,89.9,Donna,Tacchi bassi,pelle,,cuoio,,k56110z,17.980000000000004
Sandalo donna in pelle giallo k56062z,https://www.melluso.com/it/sandalo-donna-in-pelle-giallo-k56062z-k56062z-246210.html,71.92,89.9,Donna,Tacchi bassi,pelle,,giallo,,k56062z,17.980000000000004
Sandalo donna in pelle multi beige k56079,https://www.melluso.com/it/sandalo-donna-in-pelle-multi-beige-k56079-k56079-243135.html,71.92,89.9,Donna,Tacchi bassi,pelle,,beige,,k56079,17.980000000000004
Sandalo donna in pelle nero k35507z,https://www.melluso.com/it/sandalo-donna-in-pelle-nero-k35507z-k35507z-244834.html,97.93,139.9,Donna,Tacchi bassi,pelle,,nero,,k35507z,41.97
Sandalo donna in pelle nero k56062z,https://www.melluso.com/it/sandalo-donna-in-pelle-nero-k56062z-k56062z-244990.html,71.92,89.9,Donna,Tacchi bassi,pelle,,nero,,k56062z,17.980000000000004
Sandalo donna in pelle nero multi k56110z,https://www.melluso.com/it/sandalo-donna-in-pelle-nero-multi-k56110z-k56110z-243096.html,71.92,89.9,Donna,Tacchi bassi,pelle,,nero,,k56110z,17.980000000000004
Sandalo donna in pelle nero multibeige k56110z,https://www.melluso.com/it/sandalo-donna-in-pelle-nero-multibeige-k56110z-k56110z-243094.html,71.92,89.9,Donna,Tacchi bassi,pelle,,nero,beige,k56110z,17.980000000000004
Sandalo donna in pelle nero multiblu k56110z,https://www.melluso.com/it/sandalo-donna-in-pelle-nero-multiblu-k56110z-k56110z-243095.html,71.92,89.9,Donna,Tacchi bassi,pelle,,nero,blu,k56110z,17.980000000000004
Sandalo donna in pelle rosso k35507z,https://www.melluso.com/it/sandalo-donna-in-pelle-rosso-k35507z-k35507z-243788.html,97.93,139.9,Donna,Tacchi bassi,pelle,,rosso,,k35507z,41.97
Sandalo donna in pelle rosso k56112z,https://www.melluso.com/it/sandalo-donna-in-pelle-rosso-k56112z-k56112z-252118.html,71.92,89.9,Donna,Tacchi bassi,pelle,,rosso,,k56112z,17.980000000000004
Sandalo donna in pelle wash argento s641,https://www.melluso.com/it/sandalo-donna-in-pelle-wash-argento-s641-s641-244709.html,119.92,149.9,Donna,Tacchi bassi,pelle,,argento,,s641,29.980000000000004
Sandalo donna in pelle wash platino s641,https://www.melluso.com/it/sandalo-donna-in-pelle-wash-platino-s641-s641-243894.html,119.92,149.9,Donna,Tacchi bassi,pelle,,platino,,s641,29.980000000000004
Sandalo donna in tessuto e camoscio nero k35552,https://www.melluso.com/it/sandalo-donna-in-tessuto-e-camoscio-nero-k35552-k35552-245502.html,90.93,129.9,Donna,Tacchi bassi,camoscio,tessut,nero,,k35552,38.97
Sandalo donna in tessuto e camoscio nero k35555,https://www.melluso.com/it/sandalo-donna-in-tessuto-e-camoscio-nero-k35555-k35555-245494.html,90.93,129.9,Donna,Tacchi bassi,camoscio,tessut,nero,,k35555,38.97
