genere_categoria,nome_categoria,nome,prezzo_originale,prezzo_scontato,immagine,link,colore1,colore2,categoria,sottocategoria
donna,sandali e infradito,Sandali con tacco da donna bianco con fibbia,89.9,71.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517691611_2_4538.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517691611001.html,bianco,,sandali,tacco
donna,sandali e infradito,Sandali da donna bianco con fibbia,74.9,59.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517685533_2_a6da.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517685533001.html,bianco,,sandali,
donna,sandali e infradito,Sandali con infradito da donna argento con fibbia,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517684211_2_ac84.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517684211001.html,argento,,sandali,
donna,sandali e infradito,Sandali con infradito da donna arancio con fibbia,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517696922_2_cd35.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517696922001.html,arancio,,sandali,
donna,sandali e infradito,Sandali con tacco da donna nero con fibbia,89.9,71.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517693011_2_9cfe.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517693011001.html,nero,,sandali,tacco
donna,sandali e infradito,Sandali con infradito da donna nero con fibbia,74.9,59.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517685600_2_f651.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517685600001.html,nero,,sandali,
donna,sandali e infradito,Sandali con zeppa da donna platino e beige con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517677511_2_cdf4.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517677511001.html,beige,platino,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna nero con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517677500_2_716d.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517677500001.html,nero,,sandali,zeppa
donna,sandali e infradito,Sandali con tacco da donna nero con fibbia,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517672244_2_f0b1.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517672244001.html,nero,,sandali,tacco
donna,sandali e infradito,Sandali con zeppa da donna nero con strap,74.9,59.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517666544_2_08b0.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517666544001.html,nero,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna rosso con fibbia,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699433_2_f0bb.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699433001.html,rosso,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna marrone con fibbia,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699422_2_5e03.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699422001.html,marrone,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna bianco con fibbia,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699411_2_3864.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699411001.html,bianco,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna nero con fibbia,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699400_2_1948.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699400001.html,nero,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna marrone con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699333_2_2168.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699333001.html,marrone,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna verde con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699322_2_67e9.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699322001.html,verde,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna nero con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699300_2_4a7b.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699300001.html,nero,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna rosso con strap,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699233_2_dcba.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699233001.html,rosso,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna marrone e beige con strap,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699222_2_6b94.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699222001.html,beige,marrone,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna bianco con strap,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699211_2_8559.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699211001.html,bianco,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna marrone e beige con strap,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699122_2_089a.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699122001.html,beige,marrone,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna bianco con strap,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699111_2_1896.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699111001.html,bianco,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna nero con strap,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699100_2_f40c.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699100001.html,nero,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna marrone ,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699033_2_10b8.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699033001.html,marrone,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna bianco ,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699011_2_e5cc.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699011001.html,bianco,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna nero ,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517699000_2_83ca.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517699000001.html,nero,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna platino e nero con fibbia,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698522_2_3026.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698522001.html,platino,nero,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna rosso e bianco con fibbia,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698511_2_de8f.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698511001.html,bianco,rosso,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna nero e beige con fibbia,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698500_2_25ea.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698500001.html,beige,nero,sandali,zeppa
donna,sandali e infradito,Sandali da donna verde e arancio con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698433_2_d9ee.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698433001.html,verde,arancio,sandali,
donna,sandali e infradito,Sandali da donna marrone con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698422_2_4d06.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698422001.html,marrone,,sandali,
donna,sandali e infradito,Sandali da donna bianco con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698411_2_cdab.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698411001.html,bianco,,sandali,
donna,sandali e infradito,Sandali da donna nero con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698400_2_dfd1.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698400001.html,nero,,sandali,
donna,sandali e infradito,Sandali da donna arancio e verde con strap,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698333_2_ec48.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698333001.html,verde,arancio,sandali,
donna,sandali e infradito,Sandali da donna marrone con strap,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698322_2_53e1.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698322001.html,marrone,,sandali,
donna,sandali e infradito,Sandali da donna bianco con strap,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698311_2_203a.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698311001.html,bianco,,sandali,
donna,sandali e infradito,Sandali da donna nero con strap,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698300_2_7cb0.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698300001.html,nero,,sandali,
donna,sandali e infradito,Sandali con zeppa e infradito da donna argento con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698233_2_ee10.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698233001.html,argento,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa e infradito da donna platino con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698222_2_f4dc.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698222001.html,platino,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa e infradito da donna marrone con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698211_2_40e7.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698211001.html,marrone,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa e infradito da donna nero con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698200_2_8a2a.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698200001.html,nero,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna beige con fibbia,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698111_2_a8a2.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698111001.html,beige,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna nero con fibbia,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698100_2_768c.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698100001.html,nero,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna giallo e marrone con elastico,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698055_2_e1f7.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698055001.html,giallo,marrone,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna giallo con elastico,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698044_2_ace8.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698044001.html,giallo,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna marrone e verde con elastico,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698033_2_c6c6.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698033001.html,verde,marrone,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna celeste con elastico,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698022_2_49b8.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698022001.html,celeste,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna nero con elastico,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698011_2_eca6.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698011001.html,nero,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna bianco con elastico,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517698000_2_d59d.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517698000001.html,bianco,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna rosso con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517697933_2_a18b.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517697933001.html,rosso,,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna marrone e verde con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517697922_2_aad7.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517697922001.html,verde,marrone,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna marrone e platino con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517697911_2_0486.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517697911001.html,platino,marrone,sandali,zeppa
donna,sandali e infradito,Sandali con zeppa da donna nero e grigio con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517697900_2_e0bb.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517697900001.html,nero,grigio,sandali,zeppa
donna,sandali e infradito,Sandali con infradito da donna platino con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517697200_2_7a39.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517697200001.html,platino,,sandali,
donna,sandali e infradito,Sandali da donna marrone con fibbia,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517697111_2_1c3c.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517697111001.html,marrone,,sandali,
donna,sandali e infradito,Sandali da donna nero con fibbia,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517697100_2_e1bc.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517697100001.html,nero,,sandali,
donna,sandali e infradito,Sandali da donna turchese con fibbia,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517697044_2_95ca.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517697044001.html,,,sandali,
donna,sandali e infradito,Sandali da donna arancio e rosso con fibbia,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517697033_2_2d79.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517697033001.html,arancio,rosso,sandali,
donna,sandali e infradito,Sandali da donna platino con fibbia,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517697022_2_3df3.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517697022001.html,platino,,sandali,
donna,sandali e infradito,Sandali da donna marrone con fibbia,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517697011_2_ad22.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517697011001.html,marrone,,sandali,
donna,sandali e infradito,Sandali da donna nero con fibbia,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517697000_2_ee7a.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517697000001.html,nero,,sandali,
donna,sandali e infradito,Sandali con infradito da donna marrone con fibbia,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517696911_2_175b.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517696911001.html,marrone,,sandali,
donna,sandali e infradito,Sandali con infradito da donna nero con fibbia,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517696900_2_5ed8.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517696900001.html,nero,,sandali,
donna,sandali e infradito,Sandali da donna marrone con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517695722_2_6336.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517695722001.html,marrone,,sandali,
donna,sandali e infradito,Sandali da donna giallo con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517695711_2_46a5.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517695711001.html,giallo,,sandali,
donna,sandali e infradito,Sandali da donna nero con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517695700_2_cbf5.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517695700001.html,nero,,sandali,
donna,sandali e infradito,Sandali da donna beige e platino con fibbia,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517695633_2_1ec7.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517695633001.html,beige,platino,sandali,
donna,sandali e infradito,Sandali da donna marrone con fibbia,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517695622_2_edd9.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517695622001.html,marrone,,sandali,
donna,sandali e infradito,Sandali da donna bianco e platino con fibbia,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517695611_2_ae7e.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517695611001.html,platino,bianco,sandali,
donna,sandali e infradito,Sandali da donna nero e grigio con fibbia,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517695600_2_7465.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517695600001.html,nero,grigio,sandali,
donna,sandali e infradito,Sandali da donna beige con strap,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517695533_2_3510.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517695533001.html,beige,,sandali,
donna,sandali e infradito,Sandali da donna bianco con strap,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517695522_2_df79.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517695522001.html,bianco,,sandali,
donna,sandali e infradito,Sandali da donna marrone con strap,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517695511_2_d2b7.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517695511001.html,marrone,,sandali,
donna,sandali e infradito,Sandali da donna nero con strap,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517695500_2_c773.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517695500001.html,nero,,sandali,
donna,sandali e infradito,Sandali da donna bianco con elastico,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517695433_2_11aa.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517695433001.html,bianco,,sandali,
donna,sandali e infradito,Sandali da donna marrone con elastico,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517695422_2_3593.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517695422001.html,marrone,,sandali,
donna,sandali e infradito,Sandali da donna grigio con elastico,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517695400_2_ee07.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517695400001.html,grigio,,sandali,
donna,sandali e infradito,Sandali con tacco da donna beige e rosa con fibbia,89.9,71.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517693233_2_9c1b.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517693233001.html,beige,rosa,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna celeste e argento con fibbia,89.9,71.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517693211_2_8906.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517693211001.html,celeste,argento,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna nero con fibbia,89.9,71.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517693200_2_4171.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517693200001.html,nero,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna beige con fibbia,94.9,75.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517693122_2_c523.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517693122001.html,beige,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna nero con fibbia,94.9,75.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517693111_2_c41b.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517693111001.html,nero,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna bianco e platino con fibbia,94.9,75.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517693100_2_7cb4.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517693100001.html,platino,bianco,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna marrone e grigio con fibbia,89.9,71.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517693033_2_d5cc.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517693033001.html,grigio,marrone,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna argento e celeste con fibbia,89.9,71.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517693022_2_4870.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517693022001.html,celeste,argento,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna bianco e platino con fibbia,89.9,71.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517693000_2_8746.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517693000001.html,platino,bianco,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna marrone con fibbia,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517692711_2_64f2.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517692711001.html,marrone,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna nero con fibbia,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517692700_2_1f78.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517692700001.html,nero,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna verde con strap,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517692633_2_f8fa.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517692633001.html,verde,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna beige con strap,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517692622_2_88e6.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517692622001.html,beige,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna marrone con strap,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517692611_2_e605.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517692611001.html,marrone,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna beige con strap,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517692522_2_4f10.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517692522001.html,beige,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna nero con strap,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517692500_2_1247.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517692500001.html,nero,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna beige ,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517692422_2_ab5a.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517692422001.html,beige,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna marrone ,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517692411_2_eee9.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517692411001.html,marrone,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna nero ,79.9,63.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517692400_2_31ca.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517692400001.html,nero,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna rosso con fibbia,89.9,71.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517691633_2_0b82.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517691633001.html,rosso,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna marrone con fibbia,89.9,71.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517691622_2_8263.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517691622001.html,marrone,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna nero con fibbia,89.9,71.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517691600_2_4f79.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517691600001.html,nero,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna rosso con fibbia,89.9,71.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517691533_2_6674.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517691533001.html,rosso,,sandali,tacco
donna,sandali e infradito,Sandali con tacco da donna marrone con fibbia,89.9,71.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517691522_2_f761.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517691522001.html,marrone,,sandali,tacco
