genere,nome_categoria,prodotto,prezzo_originale,prezzo_scontato,immagine,link,colore,colore2,categoria,sottocategoria,brand,materiale,materiale2,colore1,id_prodotto,differenza_prezzo,codice_colore
Donna,,Sandalo donna elegante in pelle argento e1805z,159.9,127.92,,https://www.melluso.com/it/sandalo-donna-elegante-in-pelle-argento-e1805z-e1805z-249116.html,,,Cerimonia,,Melluso,pelle,,argento,e1805z,31.980000000000004,
Donna,,Sandalo donna elegante in pelle laminato platino e1819z,169.9,135.92,,https://www.melluso.com/it/sandalo-donna-elegante-in-pelle-laminato-platino-e1819z-e1819z-249096.html,,,Cerimonia,,Melluso,pelle,,platino,e1819z,33.98000000000002,
Donna,,Sandalo donna elegante in pelle laminato argento e1819z,169.9,135.92,,https://www.melluso.com/it/sandalo-donna-elegante-in-pelle-laminato-argento-e1819z-e1819z-249097.html,,,Cerimonia,,Melluso,pelle,,argento,e1819z,33.98000000000002,
Donna,,Décolleté slingback donna in pelle e tessuto azzurro e1851,169.9,152.91,,https://www.melluso.com/it/decollete-slingback-donna-in-pelle-e-tessuto-azzurro-e1851-e1851-244189.html,,,Cerimonia,,Melluso,pelle,tessut,,e1851,16.99000000000001,
Donna,,Sandalo donna elegante cerimonia in tessuto platino j585z,149.9,104.93,,https://www.melluso.com/it/sandalo-donna-elegante-cerimonia-in-tessuto-platino-j585z-j585z-249359.html,,,Cerimonia,,Melluso,tessut,,platino,j585z,44.97,
Donna,,Sandalo donna elegante cerimonia in tessuto argento j585z,149.9,104.93,,https://www.melluso.com/it/sandalo-donna-elegante-cerimonia-in-tessuto-argento-j585z-j585z-249361.html,,,Cerimonia,,Melluso,tessut,,argento,j585z,44.97,
Donna,,Sandalo donna elegante cerimonia in tessuto notte j585z,149.9,104.93,,https://www.melluso.com/it/sandalo-donna-elegante-cerimonia-in-tessuto-notte-j585z-j585z-249573.html,,,Cerimonia,,Melluso,tessut,,,j585z,44.97,
Donna,,Sandalo donna elegante cerimonia in tessuto rosa j594z,149.9,104.93,,https://www.melluso.com/it/sandalo-donna-elegante-cerimonia-in-tessuto-rosa-j594z-j594z-249352.html,,,Cerimonia,,Melluso,tessut,,rosa,j594z,44.97,
Donna,,Sandalo donna elegante cerimonia in tessuto nero j594z,149.9,104.93,,https://www.melluso.com/it/sandalo-donna-elegante-cerimonia-in-tessuto-nero-j594z-j594z-249353.html,,,Cerimonia,,Melluso,tessut,,nero,j594z,44.97,
Donna,,Sandalo donna elegante cerimonia in tessuto platino j594z,149.9,104.93,,https://www.melluso.com/it/sandalo-donna-elegante-cerimonia-in-tessuto-platino-j594z-j594z-249355.html,,,Cerimonia,,Melluso,tessut,,platino,j594z,44.97,
Donna,,Sandalo donna elegante cerimonia in tessuto argento j594z,149.9,104.93,,https://www.melluso.com/it/sandalo-donna-elegante-cerimonia-in-tessuto-argento-j594z-j594z-249357.html,,,Cerimonia,,Melluso,tessut,,argento,j594z,44.97,
Donna,,Sandalo donna elegante cerimonia in tessuto notte j594z,149.9,104.93,,https://www.melluso.com/it/sandalo-donna-elegante-cerimonia-in-tessuto-notte-j594z-j594z-250184.html,,,Cerimonia,,Melluso,tessut,,,j594z,44.97,
Donna,,Sandalo donna in tessuto laminato oro j648z,149.9,104.93,,https://www.melluso.com/it/sandalo-donna-in-tessuto-laminato-oro-j648z-j648z-249348.html,,,Cerimonia,,Melluso,tessut,,oro,j648z,44.97,
Donna,,Sandalo donna in tessuto laminato argento j648z,149.9,104.93,,https://www.melluso.com/it/sandalo-donna-in-tessuto-laminato-argento-j648z-j648z-249349.html,,,Cerimonia,,Melluso,tessut,,argento,j648z,44.97,
Donna,,Sandalo donna in tessuto laminato rosa j648z,149.9,104.93,,https://www.melluso.com/it/sandalo-donna-in-tessuto-laminato-rosa-j648z-j648z-249557.html,,,Cerimonia,,Melluso,tessut,,rosa,j648z,44.97,
Donna,,Sandalo donna in tessuto similpelle nero j648z,149.9,104.93,,https://www.melluso.com/it/sandalo-donna-in-tessuto-similpelle-nero-j648z-j648z-249585.html,,,Cerimonia,,Melluso,pelle,tessut,nero,j648z,44.97,
Donna,,Décolleté donna slingback in pelle fondotinta d189,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-fondotinta-d189-d189-245533.html,,,Cerimonia,,Melluso,pelle,,fondotinta,d189,14.990000000000007,
Donna,,Décolleté donna in pelle nero d189,149.9,134.91,,https://www.melluso.com/it/decollete-donna-in-pelle-nero-d189-d189-245946.html,,,Cerimonia,,Melluso,pelle,,nero,d189,14.990000000000007,
Donna,,Décolleté donna cinturino incrociato in tessuto pelle rosso e1631zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-cinturino-incrociato-in-tessuto-pelle-rosso-e1631zv-e1631zv-247451.html,,,Cerimonia,,Melluso,pelle,tessut,rosso,e1631zv,15.990000000000007,
Donna,,Décolleté slingback donna in pelle e tessuto beige e1851,169.9,152.91,,https://www.melluso.com/it/decollete-slingback-donna-in-pelle-e-tessuto-beige-e1851-e1851-245148.html,,,Cerimonia,,Melluso,pelle,tessut,beige,e1851,16.99000000000001,
Donna,,Ciabatta donna comodo in camoscio rosa n657,109.9,87.92,,https://www.melluso.com/it/ciabatta-donna-comodo-in-camoscio-rosa-n657-n657-243615.html,,,Cerimonia,,Melluso,camoscio,,rosa,n657,21.980000000000004,
Donna,,Ciabatta donna comodo in camoscio bianco n657,109.9,87.92,,https://www.melluso.com/it/ciabatta-donna-comodo-in-camoscio-bianco-n657-n657-244938.html,,,Cerimonia,,Melluso,camoscio,,bianco,n657,21.980000000000004,
Donna,,Sandalo donna comodo in pelle nero e antracite k35157z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-nero-e-antracite-k35157z-k35157z-245720.html,,,Cerimonia,,Melluso,pelle,,nero,k35157z,27.980000000000004,
Donna,,Sandalo donna comodo in pelle beige e platino k35157z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-beige-e-platino-k35157z-k35157z-246009.html,,platino,Cerimonia,,Melluso,pelle,,beige,k35157z,27.980000000000004,
Donna,,Sandalo donna comodo in camoscio ghiaccio e argento k35157z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-ghiaccio-e-argento-k35157z-k35157z-251624.html,,,Cerimonia,,Melluso,camoscio,,argento,k35157z,27.980000000000004,
Donna,,Sandalo donna comodo in pelle platino k35165z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-platino-k35165z-k35165z-251615.html,,,Cerimonia,,Melluso,pelle,,platino,k35165z,27.980000000000004,
Donna,,Sandalo donna comodo in pelle blu abyss k35165z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-blu-abyss-k35165z-k35165z-251616.html,,,Cerimonia,,Melluso,pelle,,blu,k35165z,27.980000000000004,
Donna,,Sandalo donna comodo in pelle canna di fucile k35165z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-canna-di-fucile-k35165z-k35165z-251617.html,,,Cerimonia,,Melluso,pelle,,,k35165z,27.980000000000004,
Donna,,Sandalo donna comodo in pelle argento k35165z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-argento-k35165z-k35165z-251618.html,,,Cerimonia,,Melluso,pelle,,argento,k35165z,27.980000000000004,
Donna,,Sandalo donna comodo in pelle bianco k35181z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-bianco-k35181z-k35181z-251626.html,,,Cerimonia,,Melluso,pelle,,bianco,k35181z,27.980000000000004,
Donna,,Sandalo donna comodo in pelle nero k35181z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-nero-k35181z-k35181z-251627.html,,,Cerimonia,,Melluso,pelle,,nero,k35181z,27.980000000000004,
Donna,,Sandalo donna comodo in tessuto rosa k35182z,129.9,103.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-tessuto-rosa-k35182z-k35182z-251614.html,,,Cerimonia,,Melluso,tessut,,rosa,k35182z,25.980000000000004,
Donna,,Sandalo donna comodo in tessuto argento k35182z,129.9,103.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-tessuto-argento-k35182z-k35182z-251682.html,,,Cerimonia,,Melluso,tessut,,argento,k35182z,25.980000000000004,
Donna,,Décolleté donna cinturino incrociato in tessuto galassia blu notte e1631zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-cinturino-incrociato-in-tessuto-galassia-blu-notte-e1631zv-e1631zv-247204.html,,,Cerimonia,,Melluso,tessut,,blu,e1631zv,15.990000000000007,
Donna,,Décolleté donna  in pelle wash rosa contour d160zv,149.9,134.91,,https://www.melluso.com/it/decollete-donna-in-pelle-wash-rosa-contour-d160zv-d160zv-247748.html,,,Cerimonia,,Melluso,pelle,,rosa,d160zv,14.990000000000007,
Donna,,Décolleté donna slingback in pelle nude d188,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-nude-d188-d188-246626.html,,,Cerimonia,,Melluso,pelle,,nude,d188,14.990000000000007,
Donna,,Décolleté donna slingback in tessuto galassia nero d168zv,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-galassia-nero-d168zv-d168zv-247471.html,,,Cerimonia,,Melluso,tessut,,nero,d168zv,14.990000000000007,
Donna,,Décolleté donna slingback in pelle argento d168zv,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-argento-d168zv-d168zv-247402.html,,,Cerimonia,,Melluso,pelle,,argento,d168zv,14.990000000000007,
Donna,,Décolleté donna slingback in pelle nero d188,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-nero-d188-d188-246085.html,,,Cerimonia,,Melluso,pelle,,nero,d188,14.990000000000007,
Donna,,Décolleté donna slingback in tessuto galassia argento e1634zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-galassia-argento-e1634zv-e1634zv-247194.html,,,Cerimonia,,Melluso,tessut,,argento,e1634zv,15.990000000000007,
Donna,,Sandalo donna comodo in pelle bianco e argento k35157z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-bianco-e-argento-k35157z-k35157z-243833.html,,argento,Cerimonia,,Melluso,pelle,,bianco,k35157z,27.980000000000004,
Donna,,Décolleté donna slingback in pelle rosa contour d165zv,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-rosa-contour-d165zv-d165zv-247750.html,,,Cerimonia,,Melluso,pelle,,rosa,d165zv,14.990000000000007,
Donna,,Décolleté donna slingback in pelle platino d166z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-platino-d166z-d166z-245714.html,,,Cerimonia,,Melluso,pelle,,platino,d166z,13.990000000000007,
Donna,,Sandalo donna elegante cerimonia in tessuto phard j585z,149.9,104.93,,https://www.melluso.com/it/sandalo-donna-elegante-cerimonia-in-tessuto-phard-j585z-j585z-249350.html,,,Sandali,,Melluso,tessut,,,j585z,44.97,
Donna,,Sandalo donna elegante cerimonia in tessuto nero j585z,149.9,104.93,,https://www.melluso.com/it/sandalo-donna-elegante-cerimonia-in-tessuto-nero-j585z-j585z-249358.html,,,Sandali,,Melluso,tessut,,nero,j585z,44.97,
Donna,,Sandalo donna comodo in pelle nero e grigio k35157z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-nero-e-grigio-k35157z-k35157z-245640.html,,grigio,Sandali,,Melluso,pelle,,nero,k35157z,27.980000000000004,
Donna,,Sandalo donna comodo in camoscio e tessuto beige e platino k35157z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-e-tessuto-beige-e-platino-k35157z-k35157z-251623.html,,platino,Sandali,,Melluso,camoscio,tessut,beige,k35157z,27.980000000000004,
Donna,,Sandalo donna comodo in camoscio nero n653,115.0,92.0,,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-nero-n653-n653-244786.html,,,Sandali,,Melluso,camoscio,,nero,n653,23.0,
Donna,,Sandalo donna comodo incrocio in pelle bianco latte r80420z,109.9,87.92,,https://www.melluso.com/it/sandalo-donna-comodo-incrocio-in-pelle-bianco-latte-r80420z-r80420z-245539.html,,latte,Sandali,,Melluso,pelle,,bianco,r80420z,21.980000000000004,
Donna,,Sandalo donna in tessuto bronzo r80439,99.9,79.92,,https://www.melluso.com/it/sandalo-donna-in-tessuto-bronzo-r80439-r80439-244124.html,,,Sandali,,Melluso,tessut,,bronzo,r80439,19.980000000000004,
Donna,,Sandalo donna in pelle bianco k35507z,139.9,97.93,,https://www.melluso.com/it/sandalo-donna-in-pelle-bianco-k35507z-k35507z-244836.html,,,Sandali,,Melluso,pelle,,bianco,k35507z,41.97,
Donna,,Sandalo donna in pelle blu k56062z,89.9,71.92,,https://www.melluso.com/it/sandalo-donna-in-pelle-blu-k56062z-k56062z-243124.html,,,Sandali,,Melluso,pelle,,blu,k56062z,17.980000000000004,
Donna,,Sandalo donna comodo in camoscio beige n653,115.0,92.0,,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-beige-n653-n653-243622.html,,,Sandali,,Melluso,camoscio,,beige,n653,23.0,
Donna,,Sandalo donna comodo in pelle beige kiss n622z,139.9,125.91,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-beige-kiss-n622z-n622z-244823.html,,kiss,Sandali,,Melluso,pelle,,beige,n622z,13.990000000000007,
Donna,,Sandalo donna comodo in pelle rosso n622z,139.9,125.91,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-rosso-n622z-n622z-246755.html,,,Sandali,,Melluso,pelle,,rosso,n622z,13.990000000000007,
Donna,,Sandalo donna comodo in camoscio nero n647z,159.9,127.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-nero-n647z-n647z-252860.html,,,Sandali,,Melluso,camoscio,,nero,n647z,31.980000000000004,
Donna,,Sandalo donna comodo in camoscio beige n647z,159.9,127.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-camoscio-beige-n647z-n647z-252863.html,,,Sandali,,Melluso,camoscio,,beige,n647z,31.980000000000004,
Donna,,Sandalo donna comodo in pelle laminato nude n647z,159.9,127.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-laminato-nude-n647z-n647z-252913.html,,,Sandali,,Melluso,pelle,,nude,n647z,31.980000000000004,
Donna,,Sandalo donna in pelle beige r80547z,139.9,97.93,,https://www.melluso.com/it/sandalo-donna-in-pelle-beige-r80547z-r80547z-244140.html,,,Sandali,,Melluso,pelle,,beige,r80547z,41.97,
Donna,,Sandalo donna in pelle nero r80547z,139.9,97.93,,https://www.melluso.com/it/sandalo-donna-in-pelle-nero-r80547z-r80547z-246678.html,,,Sandali,,Melluso,pelle,,nero,r80547z,41.97,
Donna,,Sandalo donna in camoscio blu r80555,119.9,83.93,,https://www.melluso.com/it/sandalo-donna-in-camoscio-blu-r80555-r80555-244151.html,,,Sandali,,Melluso,camoscio,,blu,r80555,35.97,
Donna,,Sandalo donna in camoscio bianco r80555,119.9,83.93,,https://www.melluso.com/it/sandalo-donna-in-camoscio-bianco-r80555-r80555-245187.html,,,Sandali,,Melluso,camoscio,,bianco,r80555,35.97,
Donna,,Sandalo donna in tessuto glitter blu oceano k35174w,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-in-tessuto-glitter-blu-oceano-k35174w-k35174z-243844.html,,,Sandali,,Melluso,tessut,,blu,k35174w,27.980000000000004,
Donna,,Sandalo donna in tessuto glitter argento k35174w,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-in-tessuto-glitter-argento-k35174w-k35174z-245416.html,,,Sandali,,Melluso,tessut,,argento,k35174w,27.980000000000004,
Donna,,Sandalo donna in tessuto glitter platino k35174w,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-in-tessuto-glitter-platino-k35174w-k35174z-245954.html,,,Sandali,,Melluso,tessut,,platino,k35174w,27.980000000000004,
Donna,,Sandalo donna in tessuto glitter rosa k35174w,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-in-tessuto-glitter-rosa-k35174w-k35174z-251619.html,,,Sandali,,Melluso,tessut,,rosa,k35174w,27.980000000000004,
Donna,,Sandalo donna comodo in pelle rosa k35181z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-rosa-k35181z-k35181z-251625.html,,,Sandali,,Melluso,pelle,,rosa,k35181z,27.980000000000004,
Donna,,Sandalo donna comodo in pelle blu k35181z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-blu-k35181z-k35181z-251628.html,,,Sandali,,Melluso,pelle,,blu,k35181z,27.980000000000004,
Donna,,Sandalo donna comodo in tessuto nero k35182z,129.9,103.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-tessuto-nero-k35182z-k35182z-251613.html,,,Sandali,,Melluso,tessut,,nero,k35182z,25.980000000000004,
Donna,,Sandalo donna anatomico in similpelle beige k95208z,85.0,68.0,,https://www.melluso.com/it/sandalo-donna-anatomico-in-similpelle-beige-k95208z-k95208z-253747.html,,,Sandali,,Melluso,pelle,,beige,k95208z,17.0,
Donna,,Sandalo donna anatomico in similpelle nero k95208z,85.0,68.0,,https://www.melluso.com/it/sandalo-donna-anatomico-in-similpelle-nero-k95208z-k95208z-253749.html,,,Sandali,,Melluso,pelle,,nero,k95208z,17.0,
Donna,,Sandalo donna anatomico in similpelle nero k95230z,89.9,71.92,,https://www.melluso.com/it/sandalo-donna-anatomico-in-similpelle-nero-k95230z-k95230z-253751.html,,,Sandali,,Melluso,pelle,,nero,k95230z,17.980000000000004,
Donna,,Sandalo donna anatomico in similpelle beige k95230z,89.9,71.92,,https://www.melluso.com/it/sandalo-donna-anatomico-in-similpelle-beige-k95230z-k95230z-253752.html,,,Sandali,,Melluso,pelle,,beige,k95230z,17.980000000000004,
Donna,,Sandalo donna anatomico in similpelle notte k95230z,89.9,71.92,,https://www.melluso.com/it/sandalo-donna-anatomico-in-similpelle-notte-k95230z-k95230z-253760.html,,,Sandali,,Melluso,pelle,,,k95230z,17.980000000000004,
Donna,,Sandalo donna comodo elegante in camoscio blu abyss s633z,149.9,119.92,,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-camoscio-blu-abyss-s633z-s633z-246382.html,,,Sandali,,Melluso,camoscio,,blu,s633z,29.980000000000004,
Donna,,Sandalo donna comodo elegante in camoscio nero s633z,149.9,119.92,,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-camoscio-nero-s633z-s633z-246383.html,,,Sandali,,Melluso,camoscio,,nero,s633z,29.980000000000004,
Donna,,Sandalo donna comodo elegante in camoscio beige s633z,149.9,119.92,,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-camoscio-beige-s633z-s633z-247053.html,,,Sandali,,Melluso,camoscio,,beige,s633z,29.980000000000004,
Donna,,Sandalo donna comodo elegante in tessuto nero s634z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-tessuto-nero-s634z-s634z-244794.html,,,Sandali,,Melluso,tessut,,nero,s634z,27.980000000000004,
Donna,,Sandalo donna comodo elegante in tessuto argento s634z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-tessuto-argento-s634z-s634z-246306.html,,,Sandali,,Melluso,tessut,,argento,s634z,27.980000000000004,
Donna,,Sandalo donna comodo elegante in tessuto blu notte s634z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-tessuto-blu-notte-s634z-s634z-246600.html,,,Sandali,,Melluso,tessut,,blu,s634z,27.980000000000004,
Donna,,Sandalo donna comodo elegante in tessuto rosa phard s634z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-elegante-in-tessuto-rosa-phard-s634z-s634z-253343.html,,,Sandali,,Melluso,tessut,,rosa,s634z,27.980000000000004,
Donna,,Sandalo donna comodo il pelle latte 019147z,89.9,62.93,,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-latte-019147z-019147z-244287.html,,,Sandali,,Melluso,pelle,,latte,019147z,26.97000000000001,
Donna,,Sandalo donna in pelle beige 019185z,99.9,79.92,,https://www.melluso.com/it/sandalo-donna-in-pelle-beige-019185z-019185z-244249.html,,,Sandali,,Melluso,pelle,,beige,019185z,19.980000000000004,
Donna,,Sandalo donna in pelle nero 019185z,99.9,79.92,,https://www.melluso.com/it/sandalo-donna-in-pelle-nero-019185z-019185z-245420.html,,,Sandali,,Melluso,pelle,,nero,019185z,19.980000000000004,
Donna,,Sandalo donna in pelle jeans 019185z,99.9,79.92,,https://www.melluso.com/it/sandalo-donna-in-pelle-jeans-019185z-019185z-246630.html,,,Sandali,,Melluso,pelle,,,019185z,19.980000000000004,
Donna,,Sandalo donna in pelle cuoio 055047,89.9,71.92,,https://www.melluso.com/it/sandalo-donna-in-pelle-cuoio-055047-055047-243074.html,,,Sandali,,Melluso,pelle,,cuoio,055047,17.980000000000004,
Donna,,Sandalo donna in pelle nero 055047,89.9,71.92,,https://www.melluso.com/it/sandalo-donna-in-pelle-nero-055047-055047-246625.html,,,Sandali,,Melluso,pelle,,nero,055047,17.980000000000004,
Donna,,Sandalo donna in pelle bianco j904,129.9,103.92,,https://www.melluso.com/it/sandalo-donna-in-pelle-bianco-j904-j904-244395.html,,,Sandali,,Melluso,pelle,,bianco,j904,25.980000000000004,
Donna,,Sandalo donna comodo in tessuto platino r80335z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-tessuto-platino-r80335z-r80335z-244861.html,,,Sandali,,Melluso,tessut,,platino,r80335z,27.980000000000004,
Donna,,Sandalo donna comodo in tessuto notte r80335z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-tessuto-notte-r80335z-r80335z-246164.html,,,Sandali,,Melluso,tessut,,,r80335z,27.980000000000004,
Donna,,Sandalo donna comodo in tessuto nero r80335z,139.9,111.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-tessuto-nero-r80335z-r80335z-246273.html,,,Sandali,,Melluso,tessut,,nero,r80335z,27.980000000000004,
Donna,,Sandalo donna comodo in pelle bronzo r80338z,129.9,103.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-bronzo-r80338z-r80338z-253397.html,,,Sandali,,Melluso,pelle,,bronzo,r80338z,25.980000000000004,
Donna,,Sandalo donna comodo incrocio in pelle rosa r80424z,109.9,87.92,,https://www.melluso.com/it/sandalo-donna-comodo-incrocio-in-pelle-rosa-r80424z-r80424z-253862.html,,,Sandali,,Melluso,pelle,,rosa,r80424z,21.980000000000004,
Donna,,Sandalo donna in pelle bianco k55427z,109.9,76.93,,https://www.melluso.com/it/sandalo-donna-in-pelle-bianco-k55427z-k55427z-252375.html,,,Sandali,,Melluso,pelle,,bianco,k55427z,32.97,
Donna,,Sandalo donna in pelle multi beige k56079,89.9,71.92,,https://www.melluso.com/it/sandalo-donna-in-pelle-multi-beige-k56079-k56079-243135.html,,,Sandali,,Melluso,pelle,,beige,k56079,17.980000000000004,
Donna,,Sandalo donna comodo il pelle bianco 019217z,89.9,62.93,,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-bianco-019217z-019217z-244290.html,,,Sandali,,Melluso,pelle,,bianco,019217z,26.97000000000001,
Donna,,Sandalo donna comodo il pelle platino 019217z,89.9,62.93,,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-platino-019217z-019217z-244292.html,,,Sandali,,Melluso,pelle,,platino,019217z,26.97000000000001,
Donna,,Sandalo donna comodo il pelle bianco 019227z,99.9,79.92,,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-bianco-019227z-019227z-244855.html,,,Sandali,,Melluso,pelle,,bianco,019227z,19.980000000000004,
Donna,,Sandalo donna comodo il pelle blu 019227z,99.9,79.92,,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-blu-019227z-019227z-245510.html,,,Sandali,,Melluso,pelle,,blu,019227z,19.980000000000004,
Donna,,Sandalo donna comodo il pelle bianco 019236,99.9,69.93,,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-bianco-019236-019236-244296.html,,,Sandali,,Melluso,pelle,,bianco,019236,29.97,
Donna,,Sandalo donna comodo il pelle beige latte 019240,109.9,87.92,,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-beige-latte-019240-019240-244256.html,,latte,Sandali,,Melluso,pelle,,beige,019240,21.980000000000004,
Donna,,Sandalo donna comodo il pelle nero 019240,109.9,87.92,,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-nero-019240-019240-244357.html,,,Sandali,,Melluso,pelle,,nero,019240,21.980000000000004,
Donna,,Sandalo donna comodo il pelle beige 019243,99.9,79.92,,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-beige-019243-019243-244467.html,,,Sandali,,Melluso,pelle,,beige,019243,19.980000000000004,
Donna,,Sandalo donna comodo il pelle blu 019243,99.9,79.92,,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-blu-019243-019243-244468.html,,,Sandali,,Melluso,pelle,,blu,019243,19.980000000000004,
Donna,,Sandalo donna comodo il camoscio verde 019227z,99.9,79.92,,https://www.melluso.com/it/sandalo-donna-comodo-il-camoscio-verde-019227z-019227z-244264.html,,,Sandali,,Melluso,camoscio,,verde,019227z,19.980000000000004,
Donna,,Sandalo donna comodo il pelle cuoio 019147z,89.9,62.93,,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-cuoio-019147z-019147z-244288.html,,,Sandali,,Melluso,pelle,,cuoio,019147z,26.97000000000001,
Donna,,Sandalo donna comodo il pelle bianco e cuoio 019147z,89.9,62.93,,https://www.melluso.com/it/sandalo-donna-comodo-il-pelle-bianco-e-cuoio-019147z-019147z-253536.html,,cuoio,Sandali,,Melluso,pelle,,bianco,019147z,26.97000000000001,
Donna,,Sandalo donna in pelle platino r80548z,145.0,101.5,,https://www.melluso.com/it/sandalo-donna-in-pelle-platino-r80548z-r80548z-253382.html,,,Sandali,,Melluso,pelle,,platino,r80548z,43.5,
Donna,,Sandalo donna in pelle bianco r80548z,139.9,97.93,,https://www.melluso.com/it/sandalo-donna-in-pelle-bianco-r80548z-r80548z-253378.html,,,Sandali,,Melluso,pelle,,bianco,r80548z,41.97,
Donna,,Sandalo donna comodo incrocio in pelle argento r80424z,109.9,87.92,,https://www.melluso.com/it/sandalo-donna-comodo-incrocio-in-pelle-argento-r80424z-r80424z-253068.html,,,Sandali,,Melluso,pelle,,argento,r80424z,21.980000000000004,
Donna,,Sandalo donna comodo incrocio in pelle bronzo r80424z,109.9,87.92,,https://www.melluso.com/it/sandalo-donna-comodo-incrocio-in-pelle-bronzo-r80424z-r80424z-246351.html,,,Sandali,,Melluso,pelle,,bronzo,r80424z,21.980000000000004,
Donna,,Sandalo donna comodo incrocio in pelle latte r80424z,109.9,87.92,,https://www.melluso.com/it/sandalo-donna-comodo-incrocio-in-pelle-latte-r80424z-r80424z-244115.html,,,Sandali,,Melluso,pelle,,latte,r80424z,21.980000000000004,
Donna,,Sandalo donna comodo in pelle bianco r80421z,109.9,87.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-bianco-r80421z-r80421z-253381.html,,,Sandali,,Melluso,pelle,,bianco,r80421z,21.980000000000004,
Donna,,Sandalo donna comodo in pelle platino r80421z,109.9,87.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-platino-r80421z-r80421z-253380.html,,,Sandali,,Melluso,pelle,,platino,r80421z,21.980000000000004,
Donna,,Sandalo donna comodo in pelle rosa r80421z,109.9,87.92,,https://www.melluso.com/it/sandalo-donna-comodo-in-pelle-rosa-r80421z-r80421z-253379.html,,,Sandali,,Melluso,pelle,,rosa,r80421z,21.980000000000004,
